timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,symbol
3/2/2023,144.38,146.71,143.9,145.91,145.91,52279761,0,1,AAPL
3/1/2023,146.83,147.2285,145.01,145.31,145.31,55478991,0,1,AAPL
2/28/2023,147.05,149.08,146.83,147.41,147.41,50546998,0,1,AAPL
2/27/2023,147.71,149.17,147.45,147.92,147.92,44998470,0,1,AAPL
2/24/2023,147.11,147.19,145.7202,146.71,146.71,55469606,0,1,AAPL
2/23/2023,150.09,150.34,147.24,149.4,149.4,48394249,0,1,AAPL
2/22/2023,148.87,149.95,147.16,148.91,148.91,51011305,0,1,AAPL
2/21/2023,150.2,151.3,148.405,148.48,148.48,58867230,0,1,AAPL
2/17/2023,152.35,153,150.85,152.55,152.55,59144118,0,1,AAPL
2/16/2023,153.51,156.33,153.3475,153.71,153.71,68167942,0,1,AAPL
2/15/2023,153.11,155.5,152.88,155.33,155.33,65669252,0,1,AAPL
2/14/2023,152.12,153.77,150.86,153.2,153.2,61707573,0,1,AAPL
2/13/2023,150.952,154.26,150.92,153.85,153.85,62199013,0,1,AAPL
2/10/2023,149.46,151.3401,149.22,151.01,151.01,57450708,0.23,1,AAPL
2/9/2023,153.775,154.33,150.42,150.87,150.6405627,56007143,0,1,AAPL
2/8/2023,153.88,154.58,151.168,151.92,151.6889659,64120079,0,1,AAPL
2/7/2023,150.64,155.23,150.64,154.65,154.4148142,83322551,0,1,AAPL
2/6/2023,152.575,153.1,150.78,151.73,151.4992548,69858306,0,1,AAPL
2/3/2023,148.03,157.38,147.83,154.5,154.2650423,154357337,0,1,AAPL
2/2/2023,148.9,151.18,148.17,150.82,150.5906387,118338980,0,1,AAPL
2/1/2023,143.97,146.61,141.32,145.43,145.2088356,77663633,0,1,AAPL
1/31/2023,142.7,144.34,142.28,144.29,144.0705693,65874459,0,1,AAPL
1/30/2023,144.955,145.55,142.85,143,142.7825311,64015274,0,1,AAPL
1/27/2023,143.155,147.23,143.08,145.93,145.7080752,70555843,0,1,AAPL
1/26/2023,143.17,144.25,141.9,143.96,143.7410711,54105068,0,1,AAPL
1/25/2023,140.89,142.43,138.81,141.86,141.6442647,65799349,0,1,AAPL
1/24/2023,140.305,143.16,140.3,142.53,142.3132458,66435142,0,1,AAPL
1/23/2023,138.12,143.315,137.9,141.11,140.8954053,81760313,0,1,AAPL
1/20/2023,135.28,138.02,134.22,137.87,137.6603326,80223626,0,1,AAPL
1/19/2023,134.08,136.25,133.77,135.27,135.0642866,58280413,0,1,AAPL
1/18/2023,136.815,138.61,135.03,135.21,135.0043778,69672800,0,1,AAPL
1/17/2023,134.83,137.29,134.13,135.94,135.7332677,63646627,0,1,AAPL
1/13/2023,132.03,134.92,131.66,134.76,134.5550622,57809719,0,1,AAPL
1/12/2023,133.88,134.26,131.44,133.41,133.2071152,71379648,0,1,AAPL
1/11/2023,131.25,133.51,130.46,133.49,133.2869935,69458949,0,1,AAPL
1/10/2023,130.26,131.2636,128.12,130.73,130.5311908,63896155,0,1,AAPL
1/9/2023,130.465,133.41,129.89,130.15,129.9520729,70790813,0,1,AAPL
1/6/2023,126.01,130.29,124.89,129.62,129.4228789,87754715,0,1,AAPL
1/5/2023,127.13,127.77,124.76,125.02,124.8298744,80962708,0,1,AAPL
1/4/2023,126.89,128.6557,125.08,126.36,126.1678366,89113633,0,1,AAPL
1/3/2023,130.28,130.9,124.17,125.07,124.8797983,112117471,0,1,AAPL
12/30/2022,128.41,129.95,127.43,129.93,129.7324074,77034209,0,1,AAPL
12/29/2022,127.99,130.4814,127.73,129.61,129.4128941,75703710,0,1,AAPL
12/28/2022,129.67,131.0275,125.87,126.04,125.8483232,85438391,0,1,AAPL
12/27/2022,131.38,131.41,128.72,130.03,129.8322554,69007830,0,1,AAPL
12/23/2022,130.92,132.415,129.64,131.86,131.6594724,63814893,0,1,AAPL
12/22/2022,134.352,134.56,130.3,132.23,132.0289097,77852108,0,1,AAPL
12/21/2022,132.98,136.81,132.75,135.45,135.2440128,85927993,0,1,AAPL
12/20/2022,131.39,133.25,129.89,132.3,132.0988032,77432819,0,1,AAPL
12/19/2022,135.11,135.2,131.32,132.37,132.1686968,79592614,0,1,AAPL
12/16/2022,136.685,137.65,133.73,134.51,134.3054423,160156900,0,1,AAPL
12/15/2022,141.11,141.8,136.025,136.5,136.292416,98931907,0,1,AAPL
12/14/2022,145.35,146.655,141.16,143.21,142.9922117,82291182,0,1,AAPL
12/13/2022,149.5,149.9692,144.24,145.47,145.2487748,93886161,0,1,AAPL
12/12/2022,142.7,144.5,141.06,144.49,144.2702651,70462654,0,1,AAPL
5/5/2023,305.72,311.97,304.27,310.65,310.65,28197052,0,1,MSFT
5/4/2023,306.24,307.7626,303.4,305.41,305.41,22519907,0,1,MSFT
5/3/2023,306.62,308.61,304.09,304.4,304.4,22360754,0,1,MSFT
5/2/2023,307.76,309.18,303.91,305.41,305.41,26404431,0,1,MSFT
5/1/2023,306.97,308.6,305.15,305.56,305.56,21294115,0,1,MSFT
4/28/2023,304.01,308.93,303.31,307.26,307.26,36469613,0,1,MSFT
4/27/2023,295.97,305.2,295.25,304.83,304.83,46462638,0,1,MSFT
4/26/2023,296.7,299.57,292.73,295.37,295.37,64481117,0,1,MSFT
4/25/2023,279.51,281.6,275.37,275.42,275.42,45772236,0,1,MSFT
4/24/2023,282.09,284.95,278.72,281.77,281.77,26611014,0,1,MSFT
4/21/2023,285.01,286.27,283.0608,285.76,285.76,21676387,0,1,MSFT
4/20/2023,285.25,289.03,285.08,286.11,286.11,23244363,0,1,MSFT
4/19/2023,285.99,289.05,284.54,288.45,288.45,17150271,0,1,MSFT
4/18/2023,291.57,291.755,287.01,288.37,288.37,20161845,0,1,MSFT
4/17/2023,289.93,291.6,286.16,288.8,288.8,23791151,0,1,MSFT
4/14/2023,287,288.48,283.69,286.14,286.14,20987917,0,1,MSFT
4/13/2023,283.59,289.9,283.17,289.84,289.84,24222678,0,1,MSFT
4/12/2023,284.79,287.01,281.96,283.49,283.49,27403432,0,1,MSFT
4/11/2023,285.75,285.98,281.64,282.83,282.83,27276589,0,1,MSFT
4/10/2023,289.208,289.6,284.71,289.39,289.39,23102994,0,1,MSFT
4/6/2023,283.21,292.08,282.03,291.6,291.6,29770334,0,1,MSFT
4/5/2023,285.85,287.15,282.92,284.34,284.34,22064770,0,1,MSFT
4/4/2023,287.23,290.4499,285.67,287.18,287.18,25824299,0,1,MSFT
4/3/2023,286.52,288.27,283.95,287.23,287.23,24883342,0,1,MSFT
3/31/2023,283.73,289.27,283,288.3,288.3,32765976,0,1,MSFT
3/30/2023,284.23,284.46,281.48,284.05,284.05,25053410,0,1,MSFT
3/29/2023,278.96,281.1398,278.41,280.51,280.51,25087032,0,1,MSFT
3/28/2023,275.79,276.14,272.0451,275.23,275.23,21878647,0,1,MSFT
3/27/2023,280.5,281.4589,275.52,276.38,276.38,26840212,0,1,MSFT
3/24/2023,277.24,280.63,275.28,280.57,280.57,28199962,0,1,MSFT
3/23/2023,277.94,281.06,275.2,277.66,277.66,36610879,0,1,MSFT
3/22/2023,273.4,281.04,272.18,272.29,272.29,34873330,0,1,MSFT
3/21/2023,274.88,275,269.5191,273.78,273.78,34558704,0,1,MSFT
3/20/2023,276.98,277.48,269.85,272.23,272.23,43466649,0,1,MSFT
3/17/2023,278.26,283.33,276.3201,279.43,279.43,69527371,0,1,MSFT
3/16/2023,265.205,276.56,263.28,276.2,276.2,54832140,0,1,MSFT
3/15/2023,259.98,266.48,259.21,265.44,265.44,46028047,0,1,MSFT
3/14/2023,256.75,261.07,255.86,260.79,260.79,33620293,0,1,MSFT
3/13/2023,247.4,257.91,245.73,253.92,253.92,33339721,0,1,MSFT
3/10/2023,251.08,252.79,247.6,248.59,248.59,28333930,0,1,MSFT
3/9/2023,255.82,259.56,251.58,252.32,252.32,26653387,0,1,MSFT
3/8/2023,254.04,254.5417,250.81,253.7,253.7,17340217,0,1,MSFT
3/7/2023,256.3,257.69,253.39,254.15,254.15,21473179,0,1,MSFT
3/6/2023,256.425,260.12,255.98,256.87,256.87,24109849,0,1,MSFT
3/3/2023,252.19,255.62,251.39,255.29,255.29,30760136,0,1,MSFT
3/2/2023,246.55,251.4,245.61,251.11,251.11,24833646,0,1,MSFT
3/1/2023,250.76,250.93,245.79,246.27,246.27,27565259,0,1,MSFT
2/28/2023,249.07,251.49,248.73,249.42,249.42,22490950,0,1,MSFT
2/27/2023,252.46,252.82,249.39,250.16,250.16,21190042,0,1,MSFT
2/24/2023,249.96,251,248.1,249.22,249.22,24990905,0,1,MSFT
2/23/2023,255.56,256.84,250.48,254.77,254.77,29219095,0,1,MSFT
2/22/2023,254.09,254.34,250.34,251.51,251.51,22491056,0,1,MSFT
2/21/2023,254.48,255.49,251.59,252.67,252.67,28397444,0,1,MSFT
2/17/2023,259.39,260.09,256,258.06,258.06,30000055,0,1,MSFT
2/16/2023,264.02,266.74,261.9,262.15,262.15,29603616,0,1,MSFT
2/15/2023,268.32,270.73,266.18,269.32,269.32,28962163,0.68,1,MSFT
2/14/2023,272.67,274.97,269.28,272.17,271.4845348,37047924,0,1,MSFT
2/13/2023,267.64,274.6,267.15,271.32,270.6366756,44630921,0,1,MSFT
2/10/2023,261.53,264.09,260.662,263.1,262.4373778,25818489,0,1,MSFT
2/9/2023,273.8,273.98,262.8,263.62,262.9560681,42375102,0,1,MSFT
2/8/2023,273.2,276.76,266.21,266.73,266.0582356,54686049,0,1,MSFT
2/7/2023,260.53,268.775,260.08,267.56,266.8861452,50841365,0,1,MSFT
2/6/2023,257.44,258.3,254.78,256.77,256.12332,22517997,0,1,MSFT
2/3/2023,259.542,264.2,257.1,258.35,257.6993407,29077256,0,1,MSFT
2/2/2023,258.82,264.69,257.25,264.6,263.9336,39940437,0,1,MSFT
2/1/2023,248,255.18,245.47,252.75,252.1134444,31259912,0,1,MSFT
1/31/2023,243.45,247.95,242.945,247.81,247.1858859,26541072,0,1,MSFT
1/30/2023,244.51,245.6,242.2,242.71,242.0987304,25867365,0,1,MSFT
1/27/2023,248.99,249.83,246.83,248.16,247.5350044,26498939,0,1,MSFT
1/26/2023,243.65,248.31,242,248,247.3754074,33454491,0,1,MSFT
1/25/2023,234.48,243.3,230.9,240.61,240.0040193,66526641,0,1,MSFT
1/24/2023,242.5,243.95,240.44,242.04,241.4304178,40234444,0,1,MSFT
1/23/2023,241.1,245.165,239.65,242.58,241.9690578,31933951,0,1,MSFT
1/20/2023,234.855,240.74,234.51,240.22,239.6150015,35389809,0,1,MSFT
1/19/2023,233.78,235.52,230.68,231.93,231.34588,28623033,0,1,MSFT
1/18/2023,241.565,242.38,235.52,235.81,235.2161081,30028692,0,1,MSFT
1/17/2023,237.97,240.91,237.09,240.35,239.7446741,29831257,0,1,MSFT
1/13/2023,237.002,239.37,234.92,239.23,238.6274948,21333265,0,1,MSFT
1/12/2023,235.26,239.9,233.56,238.51,237.9093081,27269486,0,1,MSFT
1/11/2023,231.29,235.95,231.11,235.77,235.1762089,28669331,0,1,MSFT
1/10/2023,227.755,231.31,227.33,228.85,228.273637,27033881,0,1,MSFT
1/9/2023,226.45,231.2366,226.41,227.12,226.5479941,27369784,0,1,MSFT
1/6/2023,223,225.7601,219.35,224.93,224.3635096,43613574,0,1,MSFT
1/5/2023,227.2,227.55,221.7602,222.31,221.7501081,39585623,0,1,MSFT
1/4/2023,232.275,232.87,225.96,229.1,228.5230074,50623394,0,1,MSFT
1/3/2023,243.08,245.75,237.4,239.58,238.9766133,25740036,0,1,MSFT
12/30/2022,238.21,239.96,236.66,239.82,239.2160089,21938472,0,1,MSFT
12/29/2022,235.65,241.92,235.65,241.01,240.4030119,19770693,0,1,MSFT
12/28/2022,236.89,239.72,234.17,234.53,233.9393319,17457104,0,1,MSFT
12/27/2022,238.7,238.93,235.83,236.96,236.3632119,16688648,0,1,MSFT
12/23/2022,236.11,238.87,233.9428,238.73,238.1287541,21206982,0,1,MSFT
12/22/2022,241.255,241.99,233.87,238.19,237.5901141,28651664,0,1,MSFT
12/21/2022,241.69,245.615,240.11,244.43,243.8143985,23690607,0,1,MSFT
12/20/2022,239.4,242.91,238.42,241.8,241.1910222,25150802,0,1,MSFT
12/19/2022,244.86,245.21,238.71,240.45,239.8444222,29696436,0,1,MSFT
12/16/2022,248.55,249.84,243.51,244.69,244.0737437,86101994,0,1,MSFT
12/15/2022,253.72,254.2,247.34,249.01,248.3828637,35568093,0,1,MSFT
12/14/2022,257.13,262.588,254.31,257.22,256.5721867,35410933,0,1,MSFT
12/13/2022,261.69,263.915,253.07,256.92,256.2729422,42196884,0,1,MSFT
12/12/2022,247.445,252.54,247.17,252.51,251.8740489,30665069,0,1,MSFT
5/5/2023,105.32,106.44,104.7386,106.215,106.215,20710627,0,1,GOOG
5/4/2023,106.16,106.3,104.7,105.21,105.21,19780637,0,1,GOOG
5/3/2023,106.22,108.13,105.62,106.12,106.12,17116333,0,1,GOOG
5/2/2023,107.66,107.73,104.5,105.98,105.98,20343116,0,1,GOOG
5/1/2023,107.72,108.68,107.5,107.71,107.71,20926259,0,1,GOOG
4/28/2023,107.8,108.29,106.04,108.22,108.22,23957872,0,1,GOOG
4/27/2023,105.23,109.15,104.42,108.37,108.37,38235220,0,1,GOOG
4/26/2023,105.56,107.02,103.27,104.45,104.45,36630202,0,1,GOOG
4/25/2023,106.61,107.44,104.56,104.61,104.61,31408119,0,1,GOOG
4/24/2023,106.05,107.32,105.36,106.78,106.78,21410908,0,1,GOOG
4/21/2023,106.09,106.64,105.485,105.91,105.91,22379018,0,1,GOOG
4/20/2023,104.65,106.8875,104.64,105.9,105.9,22515331,0,1,GOOG
4/19/2023,104.215,105.725,103.8,105.02,105.02,16732016,0,1,GOOG
4/18/2023,107,107.05,104.78,105.12,105.12,17641369,0,1,GOOG
4/17/2023,105.43,106.71,105.32,106.42,106.42,28978949,0,1,GOOG
4/14/2023,107.69,109.58,107.59,109.46,109.46,20758686,0,1,GOOG
4/13/2023,106.47,108.265,106.44,108.19,108.19,21650747,0,1,GOOG
4/12/2023,107.39,107.5874,104.97,105.22,105.22,22761569,0,1,GOOG
4/11/2023,106.92,107.22,105.28,106.12,106.12,18721278,0,1,GOOG
4/10/2023,107.39,107.97,105.6,106.95,106.95,19741517,0,1,GOOG
4/6/2023,105.77,109.63,104.815,108.9,108.9,34684150,0,1,GOOG
4/5/2023,106.12,106.54,104.1021,104.95,104.95,21864200,0,1,GOOG
4/4/2023,104.84,106.1,104.6,105.12,105.12,20377231,0,1,GOOG
4/3/2023,102.67,104.95,102.38,104.91,104.91,20719861,0,1,GOOG
3/31/2023,101.71,104.19,101.44,104,104,28107953,0,1,GOOG
3/30/2023,101.44,101.61,100.29,101.32,101.32,25009829,0,1,GOOG
3/29/2023,102.72,102.82,101.03,101.9,101.9,26148300,0,1,GOOG
3/28/2023,103,103,100.28,101.36,101.36,24913480,0,1,GOOG
3/27/2023,105.32,105.4,102.63,103.06,103.06,25393417,0,1,GOOG
3/24/2023,105.74,106.16,104.74,106.06,106.06,25245010,0,1,GOOG
3/23/2023,105.89,107.1009,105.41,106.26,106.26,31385817,0,1,GOOG
3/22/2023,105.14,107.51,104.21,104.22,104.22,32336877,0,1,GOOG
3/21/2023,101.98,105.96,101.86,105.84,105.84,33122800,0,1,GOOG
3/20/2023,101.06,102.58,100.79,101.93,101.93,26033916,0,1,GOOG
3/17/2023,100.84,103.49,100.75,102.46,102.46,76140310,0,1,GOOG
3/16/2023,96.57,101.97,95.87,101.07,101.07,54588200,0,1,GOOG
3/15/2023,93.54,97.25,93.04,96.55,96.55,38367334,0,1,GOOG
3/14/2023,93.07,94.83,92.78,94.25,94.25,32303881,0,1,GOOG
3/13/2023,90.565,93.08,89.94,91.66,91.66,31508570,0,1,GOOG
3/10/2023,92.5,93.18,90.8,91.01,91.01,32850092,0,1,GOOG
3/9/2023,94.49,95.92,92.355,92.66,92.66,24438890,0,1,GOOG
3/8/2023,94.405,96.24,94.405,94.65,94.65,25395200,0,1,GOOG
3/7/2023,95.42,96.09,93.8443,94.17,94.17,24101536,0,1,GOOG
3/6/2023,94.36,96.3,94.3,95.58,95.58,28288206,0,1,GOOG
3/3/2023,92.74,94.11,92.66,94.02,94.02,30242538,0,1,GOOG
3/2/2023,89.86,92.48,89.77,92.31,92.31,23344562,0,1,GOOG
3/1/2023,90.16,91.2,89.85,90.51,90.51,26323876,0,1,GOOG
2/28/2023,89.54,91.45,89.52,90.3,90.3,30546912,0,1,GOOG
2/27/2023,90.09,90.4499,89.61,90.1,90.1,22724262,0,1,GOOG
2/24/2023,89.63,90.13,88.86,89.35,89.35,31295619,0,1,GOOG
2/23/2023,92.13,92.13,90.01,91.07,91.07,32423720,0,1,GOOG
2/22/2023,91.934,92.36,90.87,91.8,91.8,29891135,0,1,GOOG
2/21/2023,93.24,93.4149,92,92.05,92.05,28367198,0,1,GOOG
2/17/2023,95.07,95.75,93.45,94.59,94.59,31095067,0,1,GOOG
2/16/2023,95.54,97.88,94.97,95.78,95.78,35642106,0,1,GOOG
2/15/2023,94.74,97.34,94.36,97.1,97.1,37029885,0,1,GOOG
2/14/2023,94.66,95.175,92.65,94.95,94.95,42513079,0,1,GOOG
2/13/2023,95.01,95.35,94.05,95,95,43116559,0,1,GOOG
2/10/2023,95.74,97.02,94.53,94.86,94.86,49325275,0,1,GOOG
2/9/2023,100.54,100.61,93.86,95.46,95.46,97798573,0,1,GOOG
2/8/2023,102.69,103.58,98.455,100,100,73546029,0,1,GOOG
2/7/2023,103.63,108.67,103.5475,108.04,108.04,33738828,0,1,GOOG
2/6/2023,102.685,104.7,102.21,103.47,103.47,25573046,0,1,GOOG
2/3/2023,103.51,108.02,103.3,105.22,105.22,36823421,0,1,GOOG
2/2/2023,106.79,108.82,106.54,108.8,108.8,46622627,0,1,GOOG
2/1/2023,99.74,102.1899,98.42,101.43,101.43,26392568,0,1,GOOG
1/31/2023,97.86,99.91,97.79,99.87,99.87,22306778,0,1,GOOG
1/30/2023,98.745,99.4088,97.52,97.95,97.95,24365142,0,1,GOOG
1/27/2023,99.05,101.58,98.97,100.71,100.71,29020354,0,1,GOOG
1/26/2023,98.28,99.21,96.82,99.16,99.16,24542060,0,1,GOOG
1/25/2023,97.2,97.72,95.262,96.73,96.73,31000850,0,1,GOOG
1/24/2023,99.55,101.09,98.7,99.21,99.21,27391372,0,1,GOOG
1/23/2023,99.13,101.4,98.75,101.21,101.21,31791782,0,1,GOOG
1/20/2023,95.95,99.42,95.91,99.28,99.28,53704763,0,1,GOOG
1/19/2023,91.39,94.4,91.38,93.91,93.91,28707653,0,1,GOOG
1/18/2023,92.94,93.588,91.4,91.78,91.78,19641622,0,1,GOOG
1/17/2023,92.78,92.97,90.84,92.16,92.16,22935823,0,1,GOOG
1/13/2023,91.528,92.98,90.93,92.8,92.8,18630709,0,1,GOOG
1/12/2023,92.4,92.62,90.57,91.91,91.91,22754216,0,1,GOOG
1/11/2023,90.06,92.45,89.74,92.26,92.26,25998844,0,1,GOOG
1/10/2023,86.72,89.475,86.7,89.24,89.24,22855590,0,1,GOOG
1/9/2023,89.195,90.83,88.58,88.8,88.8,22996681,0,1,GOOG
1/6/2023,87.36,88.47,85.57,88.16,88.16,26612628,0,1,GOOG
1/5/2023,88.07,88.21,86.56,86.77,86.77,23136084,0,1,GOOG
1/4/2023,91.01,91.24,87.8,88.71,88.71,27046483,0,1,GOOG
1/3/2023,89.83,91.55,89.02,89.7,89.7,20738457,0,1,GOOG
12/30/2022,87.365,88.83,87.03,88.73,88.73,19190296,0,1,GOOG
12/29/2022,87.03,89.365,86.99,88.95,88.95,18280660,0,1,GOOG
12/28/2022,87.5,88.52,86.3701,86.46,86.46,17879567,0,1,GOOG
12/27/2022,89.31,89.5,87.535,87.93,87.93,15470870,0,1,GOOG
12/23/2022,87.62,90.1,87.62,89.81,89.81,17815010,0,1,GOOG
12/22/2022,88.93,89.18,86.9401,88.26,88.26,23656066,0,1,GOOG
12/21/2022,89.73,90.915,88.91,90.25,90.25,20336387,0,1,GOOG
12/20/2022,88.73,89.78,88.04,89.63,89.63,21976846,0,1,GOOG
12/19/2022,90.88,91.2,88.925,89.15,89.15,23020537,0,1,GOOG
12/16/2022,91.2,91.75,90.01,90.86,90.86,48485507,0,1,GOOG
12/15/2022,93.54,94.03,90.43,91.2,91.2,28298756,0,1,GOOG
12/14/2022,95.54,97.22,93.94,95.31,95.31,26452939,0,1,GOOG
12/13/2022,98.07,99.8,95.38,95.85,95.85,34788522,0,1,GOOG
12/12/2022,93.09,93.8745,91.9,93.56,93.56,27380948,0,1,GOOG
5/5/2023,84.3,85.57,83.745,84.97,84.97,6865003,0,1,TSM
5/4/2023,83,83.76,82.64,83.49,83.49,7290557,0,1,TSM
5/3/2023,82.62,83.76,82.4414,82.7,82.7,7151630,0,1,TSM
5/2/2023,83.5,84.05,82.55,82.96,82.96,6874978,0,1,TSM
5/1/2023,84.3,84.69,83.9,83.98,83.98,4931139,0,1,TSM
4/28/2023,84.48,84.51,83.7213,84.3,84.3,8262599,0,1,TSM
4/27/2023,82.9,83.86,82.16,83.67,83.67,10013661,0,1,TSM
4/26/2023,82.24,82.38,81.21,82.25,82.25,11260992,0,1,TSM
4/25/2023,83.27,83.4,82.26,82.29,82.29,13423692,0,1,TSM
4/24/2023,85.4,85.96,83.99,84.64,84.64,10567552,0,1,TSM
4/21/2023,87.78,87.91,85.28,85.37,85.37,13175396,0,1,TSM
4/20/2023,88.32,91.8765,88.1,89.29,89.29,19206258,0,1,TSM
4/19/2023,86.23,87.38,86.04,87.23,87.23,11191264,0,1,TSM
4/18/2023,88.2,88.4,87.495,88.14,88.14,8468232,0,1,TSM
4/17/2023,87.75,88.05,87.16,87.99,87.99,7558584,0,1,TSM
4/14/2023,87.95,88.37,86.54,87.2,87.2,7656385,0,1,TSM
4/13/2023,86.56,87.625,85.97,87.05,87.05,7910506,0,1,TSM
4/12/2023,88.91,89.5,86.86,86.87,86.87,11299106,0,1,TSM
4/11/2023,88.64,89.84,88.465,89.24,89.24,11079168,0,1,TSM
4/10/2023,88.415,89.03,86.47,89.02,89.02,12232876,0,1,TSM
4/6/2023,89.66,90.91,89.4,90.24,90.24,5874515,0,1,TSM
4/5/2023,91.6,92.18,89.045,90.2,90.2,9171762,0,1,TSM
4/4/2023,93.04,93.28,91.72,92.17,92.17,6338442,0,1,TSM
4/3/2023,93.01,93.5999,91.71,92.84,92.84,6863562,0,1,TSM
3/31/2023,91.24,93.26,91.13,93.02,93.02,8701770,0,1,TSM
3/30/2023,93.35,93.52,92.03,92.47,92.47,10232790,0,1,TSM
3/29/2023,91.76,93.215,91.45,92.76,92.76,9264041,0,1,TSM
3/28/2023,90.66,90.87,89.9229,90.81,90.81,7521266,0,1,TSM
3/27/2023,92.04,92.18,90.55,90.66,90.66,9349773,0,1,TSM
3/24/2023,93.95,94.18,92.09,92.79,92.79,7655139,0,1,TSM
3/23/2023,94.49,95.82,93.43,94.59,94.59,11169698,0,1,TSM
3/22/2023,93.5,95.03,92.54,92.62,92.62,12812373,0,1,TSM
3/21/2023,91,93,90.8,92.5,92.5,12299684,0,1,TSM
3/20/2023,89.21,90.37,88.6605,90.04,90.04,8217489,0,1,TSM
3/17/2023,89.06,90.03,89,89.47,89.47,13287742,0,1,TSM
3/16/2023,85.95,89.47,85.82,89.3,89.3,13188257,0.4488,1,TSM
3/15/2023,87.2,87.24,85.44,86.7,86.26645648,12171472,0,1,TSM
3/14/2023,88.03,89.625,87.71,89.29,88.84350518,11100110,0,1,TSM
3/13/2023,86.38,89,86.31,87.74,87.30125595,11847587,0,1,TSM
3/10/2023,88.03,89.17,87.2,87.25,86.8137062,11928804,0,1,TSM
3/9/2023,89.705,90.69,88.5732,88.88,88.43555538,10354665,0,1,TSM
3/8/2023,88.345,90.84,88.14,90.83,90.3758044,8813034,0,1,TSM
3/7/2023,89.95,90.24,88.3,88.85,88.4057054,8761066,0,1,TSM
3/6/2023,90.075,91.33,89.505,89.58,89.13205503,9959998,0,1,TSM
