fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,symbol
9/30/2004,10/20/2004,0.55,0.54,0.01,1.8519,PFE
6/30/2004,7/21/2004,0.47,0.47,0,0,PFE
3/31/2004,4/20/2004,0.52,0.51,0.01,1.9608,PFE
12/31/2003,1/22/2004,0.53,0.51,0.02,3.9216,PFE
9/30/2003,10/22/2003,0.47,0.44,0.03,6.8182,PFE
6/30/2003,7/25/2003,0.3,0.29,0.01,3.4483,PFE
3/31/2003,4/22/2003,0.45,0.44,0.01,2.2727,PFE
12/31/2002,1/22/2003,0.48,0.47,0.01,2.1277,PFE
9/30/2002,10/16/2002,0.39,0.39,0,0,PFE
6/30/2002,7/15/2002,0.33,0.32,0.01,3.125,PFE
3/31/2002,4/17/2002,0.39,0.39,0,0,PFE
12/31/2001,1/23/2002,0.34,0.34,0,0,PFE
9/30/2001,10/17/2001,0.34,0.33,0.01,3.0303,PFE
6/30/2001,7/17/2001,0.3,0.29,0.01,3.4483,PFE
3/31/2001,4/18/2001,0.33,0.31,0.02,6.4516,PFE
12/31/2000,1/24/2001,0.27,0.27,0,0,PFE
9/30/2000,10/24/2000,0.27,0.26,0.01,3.8462,PFE
6/30/2000,7/24/2000,0.23,0.22,0.01,4.5455,PFE
3/31/2000,4/18/2000,0.28,0.25,0.03,12,PFE
12/31/1999,1/18/2000,0.25,0.23,0.02,8.6957,PFE
9/30/1999,10/19/1999,0.23,0.21,0.02,9.5238,PFE
6/30/1999,7/19/1999,0.19,0.17,0.02,11.7647,PFE
3/31/1999,4/15/1999,0.21,0.21,0,0,PFE
12/31/1998,1/19/1999,0.18,0.17,0.01,5.8824,PFE
9/30/1998,10/13/1998,0.17,0.19,-0.02,-10.5263,PFE
6/30/1998,7/9/1998,0.17,0.15,0.02,13.3333,PFE
3/31/1998,4/14/1998,0.18,0.18,0,0,PFE
12/31/1997,1/20/1998,0.14,0.14,0,0,PFE
9/30/1997,10/14/1997,0.15,0.15,0,0,PFE
6/30/1997,7/15/1997,0.12,0.12,0,0,PFE
3/31/1997,4/15/1997,0.16,0.16,0,0,PFE
12/31/1996,1/16/1997,0.13,0.13,0,0,PFE
9/30/1996,10/14/1996,0.13,0.13,0,0,PFE
6/30/1996,7/17/1996,0.1,0.1,0,0,PFE
3/31/1996,4/16/1996,0.14,0.13,0.01,7.6923,PFE
3/31/2023,4/25/2023,2.63,2.33,0.3,12.8755,MCD
12/31/2022,1/31/2023,2.59,2.45,0.14,5.7143,MCD
9/30/2022,10/27/2022,2.68,2.58,0.1,3.876,MCD
6/30/2022,7/26/2022,2.55,2.47,0.08,3.2389,MCD
3/31/2022,4/28/2022,2.28,2.17,0.11,5.0691,MCD
12/31/2021,1/27/2022,2.23,2.34,-0.11,-4.7009,MCD
9/30/2021,10/27/2021,2.76,2.46,0.3,12.1951,MCD
6/30/2021,7/28/2021,2.37,2.11,0.26,12.3223,MCD
3/31/2021,4/29/2021,1.92,1.81,0.11,6.0773,MCD
12/31/2020,1/28/2021,1.7,1.78,-0.08,-4.4944,MCD
9/30/2020,11/9/2020,2.22,1.9,0.32,16.8421,MCD
6/30/2020,7/28/2020,0.66,0.74,-0.08,-10.8108,MCD
3/31/2020,4/30/2020,1.47,1.57,-0.1,-6.3694,MCD
12/31/2019,1/29/2020,1.97,1.96,0.01,0.5102,MCD
9/30/2019,10/22/2019,2.11,2.21,-0.1,-4.5249,MCD
6/30/2019,7/26/2019,2.05,2.05,0,0,MCD
3/31/2019,4/30/2019,1.78,1.75,0.03,1.7143,MCD
12/31/2018,1/30/2019,1.97,1.89,0.08,4.2328,MCD
9/30/2018,10/23/2018,2.1,1.99,0.11,5.5276,MCD
6/30/2018,7/26/2018,1.99,1.92,0.07,3.6458,MCD
3/31/2018,4/30/2018,1.79,1.67,0.12,7.1856,MCD
12/31/2017,1/30/2018,1.71,1.59,0.12,7.5472,MCD
9/30/2017,10/24/2017,1.76,1.77,-0.01,-0.565,MCD
6/30/2017,7/25/2017,1.73,1.62,0.11,6.7901,MCD
3/31/2017,4/25/2017,1.47,1.33,0.14,10.5263,MCD
12/31/2016,1/23/2017,1.43,1.41,0.02,1.4184,MCD
9/30/2016,10/21/2016,1.62,1.48,0.14,9.4595,MCD
6/30/2016,7/26/2016,1.45,1.38,0.07,5.0725,MCD
3/31/2016,4/22/2016,1.23,1.16,0.07,6.0345,MCD
12/31/2015,1/25/2016,1.31,1.23,0.08,6.5041,MCD
9/30/2015,10/22/2015,1.4,1.27,0.13,10.2362,MCD
6/30/2015,7/23/2015,1.29,1.23,0.06,4.878,MCD
3/31/2015,4/22/2015,1.01,1.06,-0.05,-4.717,MCD
12/31/2014,1/23/2015,1.13,1.22,-0.09,-7.377,MCD
9/30/2014,10/21/2014,1.36,1.37,-0.01,-0.7299,MCD
6/30/2014,7/22/2014,1.4,1.44,-0.04,-2.7778,MCD
3/31/2014,4/22/2014,1.21,1.24,-0.03,-2.4194,MCD
12/31/2013,1/23/2014,1.4,1.39,0.01,0.7194,MCD
9/30/2013,10/21/2013,1.52,1.51,0.01,0.6623,MCD
6/30/2013,7/22/2013,1.38,1.4,-0.02,-1.4286,MCD
3/31/2013,4/19/2013,1.26,1.27,-0.01,-0.7874,MCD
12/31/2012,1/23/2013,1.38,1.33,0.05,3.7594,MCD
9/30/2012,10/19/2012,1.43,1.47,-0.04,-2.7211,MCD
6/30/2012,7/23/2012,1.32,1.37,-0.05,-3.6496,MCD
3/31/2012,4/20/2012,1.23,1.23,0,0,MCD
12/31/2011,1/24/2012,1.33,1.3,0.03,2.3077,MCD
9/30/2011,10/21/2011,1.45,1.43,0.02,1.3986,MCD
6/30/2011,7/22/2011,1.35,1.28,0.07,5.4688,MCD
3/31/2011,4/21/2011,1.15,1.14,0.01,0.8772,MCD
12/31/2010,1/24/2011,1.16,1.16,0,0,MCD
9/30/2010,10/21/2010,1.29,1.25,0.04,3.2,MCD
6/30/2010,7/23/2010,1.13,1.12,0.01,0.8929,MCD
3/31/2010,4/21/2010,1.03,0.96,0.07,7.2917,MCD
12/31/2009,1/22/2010,1.03,1.02,0.01,0.9804,MCD
9/30/2009,10/22/2009,1.15,1.11,0.04,3.6036,MCD
6/30/2009,7/23/2009,0.97,0.97,0,0,MCD
3/31/2009,4/22/2009,0.83,0.82,0.01,1.2195,MCD
12/31/2008,1/26/2009,0.87,0.83,0.04,4.8193,MCD
9/30/2008,10/22/2008,1.05,0.98,0.07,7.1429,MCD
6/30/2008,7/23/2008,0.94,0.86,0.08,9.3023,MCD
3/31/2008,4/22/2008,0.81,0.7,0.11,15.7143,MCD
12/31/2007,1/28/2008,0.73,0.71,0.02,2.8169,MCD
9/30/2007,10/19/2007,0.83,0.83,0,0,MCD
6/30/2007,7/24/2007,0.71,0.71,0,0,MCD
3/31/2007,4/20/2007,0.62,0.62,0,0,MCD
12/31/2006,1/24/2007,0.61,0.61,0,0,MCD
9/30/2006,10/19/2006,0.68,0.68,0,0,MCD
6/30/2006,7/25/2006,0.67,0.62,0.05,8.0645,MCD
3/31/2006,4/21/2006,0.49,0.49,0,0,MCD
12/31/2005,1/24/2006,0.48,0.48,0,0,MCD
9/30/2005,10/20/2005,0.58,0.58,0,0,MCD
6/30/2005,7/21/2005,0.42,0.42,0,0,MCD
3/31/2005,4/21/2005,0.56,0.43,0.13,30.2326,MCD
12/31/2004,1/28/2005,0.45,0.46,-0.01,-2.1739,MCD
9/30/2004,10/19/2004,0.61,0.61,0,0,MCD
6/30/2004,7/22/2004,0.47,0.47,0,0,MCD
3/31/2004,4/27/2004,0.4,0.4,0,0,MCD
12/31/2003,1/26/2004,0.35,0.35,0,0,MCD
9/30/2003,10/22/2003,0.43,0.4,0.03,7.5,MCD
6/30/2003,7/29/2003,0.37,0.37,0,0,MCD
3/31/2003,4/28/2003,0.29,0.28,0.01,3.5714,MCD
12/31/2002,1/23/2003,0.25,0.25,0,0,MCD
9/30/2002,10/22/2002,0.38,0.39,-0.01,-2.5641,MCD
6/30/2002,7/24/2002,0.39,0.38,0.01,2.6316,MCD
3/31/2002,4/18/2002,0.31,0.29,0.02,6.8966,MCD
12/31/2001,1/24/2002,0.34,0.34,0,0,MCD
9/30/2001,10/18/2001,0.42,0.39,0.03,7.6923,MCD
6/30/2001,7/24/2001,0.34,0.34,0,0,MCD
3/31/2001,4/19/2001,0.29,0.3,-0.01,-3.3333,MCD
12/31/2000,1/24/2001,0.34,0.35,-0.01,-2.8571,MCD
9/30/2000,10/19/2000,0.41,0.41,0,0,MCD
6/30/2000,7/25/2000,0.39,0.4,-0.01,-2.5,MCD
3/31/2000,4/20/2000,0.33,0.32,0.01,3.125,MCD
12/31/1999,1/26/2000,0.35,0.36,-0.01,-2.7778,MCD
9/30/1999,10/21/1999,0.39,0.39,0,0,MCD
6/30/1999,7/22/1999,0.37,0.37,0,0,MCD
3/31/1999,4/22/1999,0.3,0.29,0.01,3.4483,MCD
12/31/1998,1/26/1999,0.32,0.32,0,0,MCD
9/30/1998,10/19/1998,0.35,0.34,0.01,2.9412,MCD
6/30/1998,7/20/1998,0.33,0.33,0,0,MCD
3/31/1998,4/17/1998,0.26,0.26,0,0,MCD
12/31/1997,1/22/1998,0.29,0.3,-0.01,-3.3333,MCD
9/30/1997,10/17/1997,0.32,0.33,-0.01,-3.0303,MCD
6/30/1997,7/17/1997,0.32,0.32,0,0,MCD
3/31/1997,4/17/1997,0.25,0.25,0,0,MCD
12/31/1996,1/23/1997,0.3,0.29,0.01,3.4483,MCD
9/30/1996,10/18/1996,0.31,0.32,-0.01,-3.125,MCD
6/30/1996,7/18/1996,0.3,0.29,0.01,3.4483,MCD
3/31/1996,4/18/1996,0.22,0.22,0,0,MCD
12/31/2022,2/23/2023,19.26,16.27,2.99,18.3774,BABA
9/30/2022,11/17/2022,12.92,11.61,1.31,11.2834,BABA
6/30/2022,8/4/2022,11.68,10.39,1.29,12.4158,BABA
3/31/2022,5/26/2022,7.95,7.33,0.62,8.4584,BABA
12/31/2021,2/24/2022,16.87,16.18,0.69,4.2645,BABA
9/30/2021,11/18/2021,11.2,12.36,-1.16,-9.3851,BABA
6/30/2021,8/3/2021,16.6,14.43,2.17,15.0381,BABA
3/31/2021,5/13/2021,10.32,11.11,-0.79,-7.1107,BABA
12/31/2020,2/2/2021,22.03,20.87,1.16,5.5582,BABA
9/30/2020,11/5/2020,17.97,14.08,3.89,27.6278,BABA
6/30/2020,8/20/2020,14.82,13.77,1.05,7.6253,BABA
3/31/2020,5/22/2020,9.2,6.1,3.1,50.8197,BABA
12/31/2019,2/13/2020,18.19,15.74,2.45,15.5654,BABA
9/30/2019,11/1/2019,13.1,10.65,2.45,23.0047,BABA
6/30/2019,8/15/2019,12.55,10.29,2.26,21.9631,BABA
3/31/2019,5/15/2019,8.57,6.57,2,30.4414,BABA
12/31/2018,1/30/2019,12.19,11.28,0.91,8.0674,BABA
9/30/2018,11/2/2018,9.6,7.41,2.19,29.5547,BABA
6/30/2018,8/23/2018,8.04,8.18,-0.14,-1.7115,BABA
3/31/2018,5/4/2018,5.73,5.45,0.28,5.1376,BABA
12/31/2017,2/1/2018,10.61,10.56,0.05,0.4735,BABA
9/30/2017,11/2/2017,8.57,6.85,1.72,25.1095,BABA
6/30/2017,8/17/2017,7.95,6.22,1.73,27.8135,BABA
3/31/2017,5/18/2017,4.35,4.48,-0.13,-2.9018,BABA
12/31/2016,1/24/2017,9.02,7.74,1.28,16.5375,BABA
9/30/2016,11/2/2016,5.26,4.68,0.58,12.3932,BABA
6/30/2016,8/11/2016,4.9,4.16,0.74,17.7885,BABA
3/31/2016,5/5/2016,3.02,3.6,-0.58,-16.1111,BABA
12/31/2015,1/28/2016,6.43,5.78,0.65,11.2457,BABA
9/30/2015,10/27/2015,3.63,3.42,0.21,6.1404,BABA
6/30/2015,8/12/2015,0.59,0.58,0.01,1.7241,BABA
3/31/2015,5/7/2015,0.48,0.42,0.06,14.2857,BABA
12/31/2014,1/29/2015,0.81,0.75,0.06,8,BABA
9/30/2014,11/4/2014,0.45,0.45,0,0,BABA
3/31/2023,4/26/2023,5.03,5.03,0,0,TMO
12/31/2022,2/1/2023,5.4,5.2,0.2,3.8462,TMO
9/30/2022,10/26/2022,5.08,4.81,0.27,5.6133,TMO
6/30/2022,7/28/2022,5.51,4.99,0.52,10.4208,TMO
3/31/2022,4/28/2022,7.25,6.18,1.07,17.3139,TMO
12/31/2021,2/2/2022,6.54,5.27,1.27,24.0987,TMO
9/30/2021,10/27/2021,5.76,4.67,1.09,23.3405,TMO
6/30/2021,7/28/2021,5.6,5.44,0.16,2.9412,TMO
3/31/2021,4/29/2021,7.21,6.65,0.56,8.4211,TMO
12/31/2020,2/1/2021,7.09,6.56,0.53,8.0793,TMO
9/30/2020,10/21/2020,5.63,4.31,1.32,30.6265,TMO
6/30/2020,7/22/2020,3.89,3.42,0.47,13.7427,TMO
3/31/2020,4/22/2020,2.94,2.79,0.15,5.3763,TMO
12/31/2019,1/30/2020,3.55,3.54,0.01,0.2825,TMO
9/30/2019,10/23/2019,2.94,2.87,0.07,2.439,TMO
6/30/2019,7/24/2019,3.04,3,0.04,1.3333,TMO
3/31/2019,4/24/2019,2.81,2.73,0.08,2.9304,TMO
12/31/2018,1/30/2019,3.25,3.18,0.07,2.2013,TMO
9/30/2018,10/24/2018,2.62,2.55,0.07,2.7451,TMO
6/30/2018,7/25/2018,2.75,2.62,0.13,4.9618,TMO
3/31/2018,4/25/2018,2.5,2.4,0.1,4.1667,TMO
12/31/2017,1/31/2018,2.79,2.66,0.13,4.8872,TMO
9/30/2017,10/25/2017,2.31,2.25,0.06,2.6667,TMO
6/30/2017,7/26/2017,2.3,2.27,0.03,1.3216,TMO
3/31/2017,4/26/2017,2.08,2.02,0.06,2.9703,TMO
12/31/2016,1/31/2017,2.41,2.38,0.03,1.2605,TMO
9/30/2016,10/27/2016,2.03,1.97,0.06,3.0457,TMO
6/30/2016,7/28/2016,2.03,2.01,0.02,0.995,TMO
3/31/2016,4/28/2016,1.8,1.74,0.06,3.4483,TMO
12/31/2015,1/28/2016,2.12,2.11,0.01,0.4739,TMO
9/30/2015,10/21/2015,1.8,1.79,0.01,0.5587,TMO
6/30/2015,7/22/2015,1.84,1.78,0.06,3.3708,TMO
3/31/2015,4/22/2015,1.63,1.61,0.02,1.2422,TMO
12/31/2014,1/29/2015,1.99,1.94,0.05,2.5773,TMO
9/30/2014,10/22/2014,1.71,1.69,0.02,1.1834,TMO
6/30/2014,7/23/2014,1.72,1.62,0.1,6.1728,TMO
3/31/2014,4/23/2014,1.53,1.4,0.13,9.2857,TMO
12/31/2013,1/30/2014,1.43,1.37,0.06,4.3796,TMO
9/30/2013,10/23/2013,1.3,1.28,0.02,1.5625,TMO
6/30/2013,7/24/2013,1.32,1.3,0.02,1.5385,TMO
3/31/2013,4/24/2013,1.37,1.29,0.08,6.2016,TMO
12/31/2012,1/31/2013,1.36,1.28,0.08,6.25,TMO
9/30/2012,10/24/2012,1.19,1.16,0.03,2.5862,TMO
6/30/2012,7/25/2012,1.22,1.16,0.06,5.1724,TMO
3/31/2012,4/25/2012,1.17,1.11,0.06,5.4054,TMO
12/31/2011,2/1/2012,1.18,1.15,0.03,2.6087,TMO
9/30/2011,10/26/2011,1.07,1.07,0,0,TMO
6/30/2011,7/27/2011,0.99,0.98,0.01,1.0204,TMO
3/31/2011,4/27/2011,0.92,0.88,0.04,4.5455,TMO
12/31/2010,2/2/2011,1,0.95,0.05,5.2632,TMO
9/30/2010,10/27/2010,0.9,0.83,0.07,8.4337,TMO
6/30/2010,7/27/2010,0.84,0.84,0,0,TMO
3/31/2010,4/28/2010,0.84,0.75,0.09,12,TMO
12/31/2009,2/3/2010,0.91,0.88,0.03,3.4091,TMO
9/30/2009,10/22/2009,0.78,0.75,0.03,4,TMO
6/30/2009,7/23/2009,0.74,0.66,0.08,12.1212,TMO
3/31/2009,4/23/2009,0.62,0.7,-0.08,-11.4286,TMO
12/31/2008,2/4/2009,0.88,0.83,0.05,6.0241,TMO
9/30/2008,10/23/2008,0.76,0.76,0,0,TMO
6/30/2008,7/24/2008,0.79,0.77,0.02,2.5974,TMO
3/31/2008,4/24/2008,0.74,0.72,0.02,2.7778,TMO
12/31/2007,2/6/2008,0.76,0.69,0.07,10.1449,TMO
9/30/2007,10/25/2007,0.65,0.63,0.02,3.1746,TMO
6/30/2007,7/26/2007,0.65,0.6,0.05,8.3333,TMO
3/31/2007,4/26/2007,0.59,0.53,0.06,11.3208,TMO
12/31/2006,2/8/2007,0.57,0.53,0.04,7.5472,TMO
9/30/2006,10/25/2006,0.44,0.43,0.01,2.3256,TMO
6/30/2006,7/26/2006,0.42,0.4,0.02,5,TMO
3/31/2006,4/26/2006,0.39,0.36,0.03,8.3333,TMO
12/31/2005,2/2/2006,0.49,0.47,0.02,4.2553,TMO
9/30/2005,10/26/2005,0.4,0.39,0.01,2.5641,TMO
6/30/2005,7/27/2005,0.36,0.35,0.01,2.8571,TMO
3/31/2005,4/27/2005,0.31,0.31,0,0,TMO
12/31/2004,2/2/2005,0.38,0.39,-0.01,-2.5641,TMO
9/30/2004,10/26/2004,0.32,0.3,0.02,6.6667,TMO
6/30/2004,7/27/2004,0.29,0.29,0,0,TMO
3/31/2004,4/27/2004,0.27,0.27,0,0,TMO
12/31/2003,2/4/2004,0.35,0.34,0.01,2.9412,TMO
9/30/2003,10/21/2003,0.27,0.27,0,0,TMO
6/30/2003,7/22/2003,0.26,0.24,0.02,8.3333,TMO
3/31/2003,4/23/2003,0.22,0.23,-0.01,-4.3478,TMO
12/31/2002,2/5/2003,0.31,0.29,0.02,6.8966,TMO
9/30/2002,10/22/2002,0.23,0.23,0,0,TMO
6/30/2002,7/23/2002,0.24,0.22,0.02,9.0909,TMO
3/31/2002,4/25/2002,0.2,0.19,0.01,5.2632,TMO
12/31/2001,2/13/2002,0.25,0.23,0.02,8.6957,TMO
9/30/2001,10/24/2001,0.22,0.21,0.01,4.7619,TMO
6/30/2001,7/26/2001,0.23,0.23,0,0,TMO
3/31/2001,4/26/2001,0.21,0.18,0.03,16.6667,TMO
12/31/2000,2/14/2001,0.25,0.23,0.02,8.6957,TMO
9/30/2000,10/30/2000,0.18,0.18,0,0,TMO
6/30/2000,8/3/2000,0.16,0.14,0.02,14.2857,TMO
3/31/2000,5/1/2000,0.03,0.12,-0.09,-75,TMO
12/31/1999,3/2/2000,0.25,0.23,0.02,8.6957,TMO
9/30/1999,11/10/1999,0.23,0.25,-0.02,-8,TMO
6/30/1999,8/12/1999,0.23,0.21,0.02,9.5238,TMO
3/31/1999,5/12/1999,0.16,0.16,0,0,TMO
12/31/1998,2/24/1999,0.24,0.23,0.01,4.3478,TMO
9/30/1998,11/12/1998,0.27,0.18,0.09,50,TMO
6/30/1998,8/12/1998,0.34,0.3,0.04,13.3333,TMO
3/31/1998,6/2/1998,0.37,0.37,0,0,TMO
12/31/1997,3/4/1998,0.44,0.4,0.04,10,TMO
9/30/1997,11/6/1997,0.43,0.38,0.05,13.1579,TMO
6/30/1997,8/7/1997,0.37,0.36,0.01,2.7778,TMO
3/31/1997,5/7/1997,0.35,0.35,0,0,TMO
12/31/1996,3/12/1997,0.36,0.36,0,0,TMO
9/30/1996,11/7/1996,0.36,0.35,0.01,2.8571,TMO
6/30/1996,8/8/1996,0.32,0.31,0.01,3.2258,TMO
3/31/1996,5/9/1996,0.31,0.29,0.02,6.8966,TMO
3/31/2023,5/4/2023,0,2.09,-2.09,-100,SHEL
12/31/2022,2/1/2023,2.75,2.24,0.51,22.7679,SHEL
9/30/2022,10/26/2022,2.58,2.73,-0.15,-5.4945,SHEL
6/30/2022,7/27/2022,3.06,3.04,0.02,0.6579,SHEL
3/31/2022,5/4/2022,2.4,2.07,0.33,15.942,SHEL
12/31/2021,2/2/2022,1.66,1.41,0.25,17.7305,SHEL
9/30/2021,10/28/2021,1.06,1.45,-0.39,-26.8966,SHEL
6/30/2021,7/29/2021,1.42,1.26,0.16,12.6984,SHEL
3/31/2021,4/28/2021,0.82,0.79,0.03,3.7975,SHEL
12/31/2020,2/3/2021,0.1,0.17,-0.07,-41.1765,SHEL
9/30/2020,10/28/2020,0.24,-0.02,0.26,1300,SHEL
6/30/2020,7/29/2020,0.16,-0.26,0.42,161.5385,SHEL
3/31/2020,4/29/2020,0.74,0.57,0.17,29.8246,SHEL
12/31/2019,1/29/2020,0.74,0.88,-0.14,-15.9091,SHEL
9/30/2019,10/30/2019,1.18,1.04,0.14,13.4615,SHEL
6/30/2019,7/31/2019,0.84,1.25,-0.41,-32.8,SHEL
3/31/2019,5/1/2019,1.3,1.05,0.25,23.8095,SHEL
12/31/2018,1/30/2019,1.38,1.29,0.09,6.9767,SHEL
9/30/2018,10/31/2018,1.34,1.5,-0.16,-10.6667,SHEL
6/30/2018,7/25/2018,1.12,1.45,-0.33,-22.7586,SHEL
3/31/2018,4/25/2018,1.32,1.25,0.07,5.6,SHEL
12/31/2017,1/31/2018,1.2,1,0.2,20,SHEL
9/30/2017,11/1/2017,0.99,0.84,0.15,17.8571,SHEL
6/30/2017,7/27/2017,0.86,0.75,0.11,14.6667,SHEL
3/31/2017,5/4/2017,0.92,0.75,0.17,22.6667,SHEL
12/31/2016,2/1/2017,0.22,0.66,-0.44,-66.6667,SHEL
9/30/2016,11/1/2016,0.68,0.44,0.24,54.5455,SHEL
6/30/2016,7/27/2016,0.26,0.48,-0.22,-45.8333,SHEL
3/31/2016,5/3/2016,0.42,0.25,0.17,68,SHEL
12/31/2015,2/3/2016,0.56,0.53,0.03,5.6604,SHEL
9/30/2015,10/29/2015,0.55,0.75,-0.2,-26.6667,SHEL
6/30/2015,7/29/2015,1.2,1.01,0.19,18.8119,SHEL
3/31/2015,4/29/2015,1.02,0.55,0.47,85.4545,SHEL
12/31/2014,1/28/2015,1.04,1.32,-0.28,-21.2121,SHEL
9/30/2014,10/30/2014,1.84,1.78,0.06,3.3708,SHEL
6/30/2014,7/31/2014,1.94,1.66,0.28,16.8675,SHEL
3/31/2014,4/30/2014,2.34,1.58,0.76,48.1013,SHEL
12/31/2013,1/30/2014,0.92,1.01,-0.09,-8.9109,SHEL
9/30/2013,10/31/2013,1.42,1.65,-0.23,-13.9394,SHEL
6/30/2013,8/1/2013,1.46,1.86,-0.4,-21.5054,SHEL
3/31/2013,5/2/2013,2.38,2.02,0.36,17.8218,SHEL
12/31/2012,1/31/2013,1.78,2.12,-0.34,-16.0377,SHEL
9/30/2012,11/1/2012,2.09,1.99,0.1,5.0251,SHEL
6/30/2012,7/26/2012,1.82,2.04,-0.22,-10.7843,SHEL
3/31/2012,4/26/2012,2.34,2.26,0.08,3.5398,SHEL
12/31/2011,2/2/2012,1.56,1.6,-0.04,-2.5,SHEL
9/30/2011,10/27/2011,2.24,2.08,0.16,7.6923,SHEL
6/30/2011,7/28/2011,2.04,2.16,-0.12,-5.5556,SHEL
3/31/2011,4/28/2011,2.04,1.9,0.14,7.3684,SHEL
12/31/2010,2/3/2011,1.85,1.61,0.24,14.9068,SHEL
9/30/2010,11/2/2010,1.14,1.44,-0.3,-20.8333,SHEL
6/30/2010,7/29/2010,1.48,1.37,0.11,8.0292,SHEL
3/31/2010,4/28/2010,1.6,1.29,0.31,24.031,SHEL
12/31/2009,2/3/2010,0.38,1.11,-0.73,-65.7658,SHEL
9/30/2009,10/29/2009,0.98,0.96,0.02,2.0833,SHEL
6/30/2009,7/30/2009,1.03,0.93,0.1,10.7527,SHEL
3/31/2009,4/29/2009,0.97,1.08,-0.11,-10.1852,SHEL
12/31/2008,1/29/2009,1.56,1.72,-0.16,-9.3023,SHEL
9/30/2008,10/30/2008,3.54,2.65,0.89,33.5849,SHEL
6/30/2008,7/31/2008,2.56,2.87,-0.31,-10.8014,SHEL
3/31/2008,4/29/2008,2.52,2.12,0.4,18.8679,SHEL
12/31/2007,1/31/2008,1.83,2.11,-0.28,-13.2701,SHEL
9/30/2007,10/25/2007,1.95,1.96,-0.01,-0.5102,SHEL
6/30/2007,7/26/2007,2.19,2.23,-0.04,-1.7937,SHEL
3/31/2007,5/3/2007,2.08,1.66,0.42,25.3012,SHEL
12/31/2006,2/1/2007,1.73,1.67,0.06,3.5928,SHEL
9/30/2006,10/26/2006,2.2,1.85,0.35,18.9189,SHEL
6/30/2006,7/27/2006,2.02,1.92,0.1,5.2083,SHEL
3/31/2006,5/4/2006,1.83,1.65,0.18,10.9091,SHEL
12/31/2005,2/2/2006,1.63,1.72,-0.09,-5.2326,SHEL
9/30/2005,10/27/2005,1.73,1.63,0.1,6.135,SHEL
6/30/2005,7/28/2005,1.53,1.58,-0.05,-3.1646,SHEL
3/31/2005,4/29/2005,1.58,1.39,0.19,13.6691,SHEL
12/31/2004,2/7/2005,1.39,1.42,-0.03,-2.1127,SHEL
9/30/2004,11/1/2004,1.35,1.24,0.11,8.871,SHEL
6/30/2004,8/2/2004,1.25,1.2,0.05,4.1667,SHEL
3/31/2004,4/29/2004,1.12,1.04,0.08,7.6923,SHEL
12/31/2003,2/6/2004,0.82,0.81,0.01,1.2346,SHEL
9/30/2003,10/23/2003,0.75,0.92,-0.17,-18.4783,SHEL
6/30/2003,7/24/2003,0.96,0.87,0.09,10.3448,SHEL
3/31/2003,5/2/2003,1.13,1.05,0.08,7.619,SHEL
12/31/2002,2/6/2003,0.8,0.81,-0.01,-1.2346,SHEL
9/30/2002,10/31/2002,0.64,0.68,-0.04,-5.8824,SHEL
6/30/2002,8/1/2002,0.63,0.72,-0.09,-12.5,SHEL
3/31/2002,5/1/2002,0.57,0.55,0.02,3.6364,SHEL
12/31/2001,2/8/2002,0.55,0.59,-0.04,-6.7797,SHEL
9/30/2001,11/1/2001,0.76,0.8,-0.04,-5,SHEL
6/30/2001,8/1/2001,1,0.96,0.04,4.1667,SHEL
3/31/2001,5/3/2001,1.08,0.93,0.15,16.129,SHEL
12/31/2000,2/8/2001,1,0.96,0.04,4.1667,SHEL
9/30/2000,10/1/2000,0.86,0.85,0.01,1.1765,SHEL
6/30/2000,8/7/2000,0.88,0.88,0,0,SHEL
3/31/2000,5/4/2000,0.88,0.77,0.11,14.2857,SHEL
12/31/1999,2/10/2000,0.63,0.59,0.04,6.7797,SHEL
9/30/1999,11/5/1999,0.51,0.52,-0.01,-1.9231,SHEL
6/30/1999,8/6/1999,0.47,0.43,0.04,9.3023,SHEL
3/31/1999,5/7/1999,0.4,0.32,0.08,25,SHEL
12/31/1998,2/11/1999,0.27,0.31,-0.04,-12.9032,SHEL
9/30/1998,11/5/1998,0.25,0.37,-0.12,-32.4324,SHEL
6/30/1998,8/10/1998,0.42,0.51,-0.09,-17.6471,SHEL
3/31/1998,5/8/1998,0.55,0.49,0.06,12.2449,SHEL
12/31/1997,2/12/1998,0.55,0.63,-0.08,-12.6984,SHEL
9/30/1997,12/8/1997,0.58,0.57,0.01,1.7544,SHEL
6/30/1997,8/8/1997,0.51,0.62,-0.11,-17.7419,SHEL
3/31/1997,5/1/1997,0.68,0.66,0.02,3.0303,SHEL
12/31/1996,3/3/1997,0.74,0.62,0.12,19.3548,SHEL
9/30/1996,11/1/1996,0.57,0.54,0.03,5.5556,SHEL
6/30/1996,8/7/1996,0.54,0.58,-0.04,-6.8966,SHEL
3/31/1996,5/10/1996,0.57,0.51,0.06,11.7647,SHEL
1/31/2023,3/1/2023,1.68,1.36,0.32,23.5294,CRM
10/31/2022,11/30/2022,1.4,1.21,0.19,15.7025,CRM
7/31/2022,8/24/2022,1.19,1.02,0.17,16.6667,CRM
4/30/2022,5/31/2022,0.98,0.94,0.04,4.2553,CRM
1/31/2022,3/1/2022,0.84,0.74,0.1,13.5135,CRM
10/31/2021,11/30/2021,1.27,0.92,0.35,38.0435,CRM
