fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,symbol
9/30/2019,10/15/2019,2.12,2.01,0.11,5.4726,JNJ
6/30/2019,7/16/2019,2.58,2.46,0.12,4.878,JNJ
3/31/2019,4/16/2019,2.1,2.03,0.07,3.4483,JNJ
12/31/2018,1/22/2019,1.97,1.95,0.02,1.0256,JNJ
9/30/2018,10/16/2018,2.05,2.03,0.02,0.9852,JNJ
6/30/2018,7/17/2018,2.1,2.07,0.03,1.4493,JNJ
3/31/2018,4/17/2018,2.06,2.02,0.04,1.9802,JNJ
12/31/2017,1/23/2018,1.74,1.72,0.02,1.1628,JNJ
9/30/2017,10/17/2017,1.9,1.8,0.1,5.5556,JNJ
6/30/2017,7/18/2017,1.83,1.8,0.03,1.6667,JNJ
3/31/2017,4/18/2017,1.83,1.77,0.06,3.3898,JNJ
12/31/2016,1/24/2017,1.58,1.56,0.02,1.2821,JNJ
9/30/2016,10/18/2016,1.68,1.66,0.02,1.2048,JNJ
6/30/2016,7/19/2016,1.74,1.68,0.06,3.5714,JNJ
3/31/2016,4/19/2016,1.68,1.65,0.03,1.8182,JNJ
12/31/2015,1/26/2016,1.44,1.42,0.02,1.4085,JNJ
9/30/2015,10/13/2015,1.49,1.45,0.04,2.7586,JNJ
6/30/2015,7/14/2015,1.71,1.67,0.04,2.3952,JNJ
3/31/2015,4/14/2015,1.56,1.54,0.02,1.2987,JNJ
12/31/2014,1/20/2015,1.27,1.26,0.01,0.7937,JNJ
9/30/2014,10/14/2014,1.5,1.45,0.05,3.4483,JNJ
6/30/2014,7/15/2014,1.66,1.55,0.11,7.0968,JNJ
3/31/2014,4/15/2014,1.54,1.48,0.06,4.0541,JNJ
12/31/2013,1/21/2014,1.24,1.2,0.04,3.3333,JNJ
9/30/2013,10/15/2013,1.36,1.32,0.04,3.0303,JNJ
6/30/2013,7/16/2013,1.48,1.39,0.09,6.4748,JNJ
3/31/2013,4/16/2013,1.44,1.4,0.04,2.8571,JNJ
12/31/2012,1/22/2013,1.19,1.17,0.02,1.7094,JNJ
9/30/2012,10/16/2012,1.25,1.21,0.04,3.3058,JNJ
6/30/2012,7/17/2012,1.3,1.29,0.01,0.7752,JNJ
3/31/2012,4/17/2012,1.37,1.35,0.02,1.4815,JNJ
12/31/2011,1/24/2012,1.13,1.09,0.04,3.6697,JNJ
9/30/2011,10/18/2011,1.24,1.21,0.03,2.4793,JNJ
6/30/2011,7/19/2011,1.28,1.24,0.04,3.2258,JNJ
3/31/2011,4/19/2011,1.35,1.26,0.09,7.1429,JNJ
12/31/2010,1/25/2011,1.03,1.03,0,0,JNJ
9/30/2010,10/19/2010,1.23,1.15,0.08,6.9565,JNJ
6/30/2010,7/20/2010,1.21,1.21,0,0,JNJ
3/31/2010,4/20/2010,1.29,1.27,0.02,1.5748,JNJ
12/31/2009,1/26/2010,1.02,0.97,0.05,5.1546,JNJ
9/30/2009,10/13/2009,1.2,1.13,0.07,6.1947,JNJ
6/30/2009,7/14/2009,1.15,1.12,0.03,2.6786,JNJ
3/31/2009,4/14/2009,1.26,1.22,0.04,3.2787,JNJ
12/31/2008,1/20/2009,0.94,0.92,0.02,2.1739,JNJ
9/30/2008,10/14/2008,1.17,1.11,0.06,5.4054,JNJ
6/30/2008,7/15/2008,1.18,1.12,0.06,5.3571,JNJ
3/31/2008,4/15/2008,1.26,1.2,0.06,5,JNJ
12/31/2007,1/22/2008,0.88,0.86,0.02,2.3256,JNJ
9/30/2007,10/16/2007,1.06,0.99,0.07,7.0707,JNJ
6/30/2007,7/17/2007,1.05,1,0.05,5,JNJ
3/31/2007,4/17/2007,1.16,1.05,0.11,10.4762,JNJ
12/31/2006,1/23/2007,0.81,0.79,0.02,2.5316,JNJ
9/30/2006,10/17/2006,0.98,0.93,0.05,5.3763,JNJ
6/30/2006,7/18/2006,0.98,0.97,0.01,1.0309,JNJ
3/31/2006,4/18/2006,0.99,0.98,0.01,1.0204,JNJ
12/31/2005,1/24/2006,0.73,0.73,0,0,JNJ
9/30/2005,10/18/2005,0.87,0.86,0.01,1.1628,JNJ
6/30/2005,7/19/2005,0.93,0.91,0.02,2.1978,JNJ
3/31/2005,4/19/2005,0.97,0.92,0.05,5.4348,JNJ
12/31/2004,1/25/2005,0.67,0.64,0.03,4.6875,JNJ
9/30/2004,10/12/2004,0.78,0.76,0.02,2.6316,JNJ
6/30/2004,7/13/2004,0.82,0.79,0.03,3.7975,JNJ
3/31/2004,4/13/2004,0.83,0.8,0.03,3.75,JNJ
12/31/2003,1/20/2004,0.57,0.56,0.01,1.7857,JNJ
9/30/2003,10/14/2003,0.69,0.68,0.01,1.4706,JNJ
6/30/2003,7/15/2003,0.7,0.69,0.01,1.4493,JNJ
3/31/2003,4/15/2003,0.69,0.68,0.01,1.4706,JNJ
12/31/2002,1/21/2003,0.46,0.47,-0.01,-2.1277,JNJ
9/30/2002,10/15/2002,0.57,0.59,-0.02,-3.3898,JNJ
6/30/2002,7/16/2002,0.6,0.58,0.02,3.4483,JNJ
3/31/2002,4/16/2002,0.59,0.58,0.01,1.7241,JNJ
12/31/2001,1/22/2002,0.39,0.39,0,0,JNJ
9/30/2001,10/16/2001,0.5,0.48,0.02,4.1667,JNJ
6/30/2001,7/17/2001,0.51,0.53,-0.02,-3.7736,JNJ
3/31/2001,4/17/2001,0.5,0.52,-0.02,-3.8462,JNJ
12/31/2000,1/23/2001,0.33,0.32,0.01,3.125,JNJ
9/30/2000,10/17/2000,0.45,0.44,0.01,2.2727,JNJ
6/30/2000,7/18/2000,0.47,0.46,0.01,2.1739,JNJ
3/31/2000,4/18/2000,0.47,0.45,0.02,4.4444,JNJ
12/31/1999,1/25/2000,0.28,0.28,0,0,JNJ
9/30/1999,10/19/1999,0.4,0.39,0.01,2.5641,JNJ
6/30/1999,7/20/1999,0.42,0.41,0.01,2.439,JNJ
3/31/1999,4/20/1999,0.41,0.4,0.01,2.5,JNJ
12/31/1998,1/26/1999,0.25,0.25,0,0,JNJ
9/30/1998,10/13/1998,0.35,0.35,0,0,JNJ
6/30/1998,7/14/1998,0.38,0.37,0.01,2.7027,JNJ
3/31/1998,4/14/1998,0.37,0.37,0,0,JNJ
12/31/1997,1/20/1998,0.24,0.23,0.01,4.3478,JNJ
9/30/1997,10/14/1997,0.32,0.32,0,0,JNJ
6/30/1997,7/15/1997,0.34,0.34,0,0,JNJ
3/31/1997,4/15/1997,0.34,0.34,0,0,JNJ
12/31/1996,1/21/1997,0.21,0.21,0,0,JNJ
9/30/1996,10/16/1996,0.28,0.28,0,0,JNJ
6/30/1996,7/16/1996,0.3,0.29,0.01,3.4483,JNJ
3/31/1996,4/16/1996,0.3,0.29,0.01,3.4483,JNJ
3/31/2023,4/25/2023,2.09,1.99,0.1,5.0251,V
12/31/2022,1/26/2023,2.18,2.01,0.17,8.4577,V
9/30/2022,10/25/2022,1.93,1.86,0.07,3.7634,V
6/30/2022,7/26/2022,1.98,1.75,0.23,13.1429,V
3/31/2022,4/26/2022,1.79,1.65,0.14,8.4848,V
12/31/2021,1/27/2022,1.81,1.7,0.11,6.4706,V
9/30/2021,10/26/2021,1.62,1.54,0.08,5.1948,V
6/30/2021,7/27/2021,1.49,1.35,0.14,10.3704,V
3/31/2021,4/27/2021,1.38,1.27,0.11,8.6614,V
12/31/2020,1/28/2021,1.42,1.28,0.14,10.9375,V
9/30/2020,10/28/2020,1.12,1.09,0.03,2.7523,V
6/30/2020,7/28/2020,1.07,1.03,0.04,3.8835,V
3/31/2020,4/30/2020,1.38,1.35,0.03,2.2222,V
12/31/2019,1/30/2020,1.46,1.46,0,0,V
9/30/2019,10/24/2019,1.47,1.43,0.04,2.7972,V
6/30/2019,7/23/2019,1.37,1.32,0.05,3.7879,V
3/31/2019,4/24/2019,1.31,1.24,0.07,5.6452,V
12/31/2018,1/30/2019,1.3,1.25,0.05,4,V
9/30/2018,10/24/2018,1.21,1.2,0.01,0.8333,V
6/30/2018,7/25/2018,1.2,1.09,0.11,10.0917,V
3/31/2018,4/25/2018,1.11,1.02,0.09,8.8235,V
12/31/2017,2/1/2018,1.08,0.99,0.09,9.0909,V
9/30/2017,10/25/2017,0.9,0.85,0.05,5.8824,V
6/30/2017,7/20/2017,0.86,0.81,0.05,6.1728,V
3/31/2017,4/20/2017,0.86,0.79,0.07,8.8608,V
12/31/2016,2/2/2017,0.86,0.78,0.08,10.2564,V
9/30/2016,10/24/2016,0.78,0.73,0.05,6.8493,V
6/30/2016,7/21/2016,0.69,0.66,0.03,4.5455,V
3/31/2016,4/21/2016,0.68,0.67,0.01,1.4925,V
12/31/2015,1/28/2016,0.69,0.68,0.01,1.4706,V
9/30/2015,11/2/2015,0.62,0.63,-0.01,-1.5873,V
6/30/2015,7/23/2015,0.63,0.59,0.04,6.7797,V
3/31/2015,4/30/2015,0.63,0.62,0.01,1.6129,V
12/31/2014,1/29/2015,0.63,0.62,0.01,1.6129,V
9/30/2014,10/29/2014,0.55,0.52,0.03,5.7692,V
6/30/2014,7/24/2014,0.54,0.52,0.02,3.8462,V
3/31/2014,4/24/2014,0.55,0.55,0,0,V
12/31/2013,1/30/2014,0.55,0.54,0.01,1.8519,V
9/30/2013,10/30/2013,0.46,0.46,0,0,V
6/30/2013,7/24/2013,0.47,0.45,0.02,4.4444,V
3/31/2013,5/1/2013,0.48,0.45,0.03,6.6667,V
12/31/2012,2/6/2013,0.46,0.45,0.01,2.2222,V
9/30/2012,10/31/2012,0.39,0.37,0.02,5.4054,V
6/30/2012,7/25/2012,0.39,0.36,0.03,8.3333,V
3/31/2012,5/2/2012,0.4,0.38,0.02,5.2632,V
12/31/2011,2/8/2012,0.37,0.36,0.01,2.7778,V
9/30/2011,10/26/2011,0.32,0.31,0.01,3.2258,V
6/30/2011,7/27/2011,0.32,0.31,0.01,3.2258,V
3/31/2011,5/5/2011,0.31,0.3,0.01,3.3333,V
12/31/2010,2/2/2011,0.31,0.3,0.01,3.3333,V
9/30/2010,10/27/2010,0.27,0.24,0.03,12.5,V
6/30/2010,7/28/2010,0.24,0.23,0.01,4.3478,V
3/31/2010,4/28/2010,0.24,0.23,0.01,4.3478,V
12/31/2009,2/3/2010,0.26,0.23,0.03,13.0435,V
9/30/2009,10/27/2009,0.19,0.18,0.01,5.5556,V
6/30/2009,7/29/2009,0.17,0.16,0.01,6.25,V
3/31/2009,4/29/2009,0.18,0.16,0.02,12.5,V
12/31/2008,2/4/2009,0.2,0.17,0.03,17.6471,V
9/30/2008,10/29/2008,0.14,0.14,0,0,V
6/30/2008,7/30/2008,0.15,0.12,0.03,25,V
3/31/2008,4/28/2008,0.13,0.11,0.02,18.1818,V
1/31/2023,2/21/2023,1.71,1.51,0.2,13.245,WMT
10/31/2022,11/15/2022,1.5,1.32,0.18,13.6364,WMT
7/31/2022,8/16/2022,1.77,1.62,0.15,9.2593,WMT
4/30/2022,5/17/2022,1.3,1.48,-0.18,-12.1622,WMT
1/31/2022,2/17/2022,1.53,1.5,0.03,2,WMT
10/31/2021,11/16/2021,1.45,1.4,0.05,3.5714,WMT
7/31/2021,8/17/2021,1.78,1.57,0.21,13.3758,WMT
4/30/2021,5/18/2021,1.69,1.21,0.48,39.6694,WMT
1/31/2021,2/18/2021,1.46,1.51,-0.05,-3.3113,WMT
10/31/2020,11/17/2020,1.34,1.18,0.16,13.5593,WMT
7/31/2020,8/18/2020,1.56,1.25,0.31,24.8,WMT
4/30/2020,5/19/2020,1.18,1.12,0.06,5.3571,WMT
1/31/2020,2/18/2020,1.38,1.43,-0.05,-3.4965,WMT
10/31/2019,11/14/2019,1.16,1.09,0.07,6.422,WMT
7/31/2019,8/15/2019,1.27,1.22,0.05,4.0984,WMT
4/30/2019,5/16/2019,1.13,1.02,0.11,10.7843,WMT
1/31/2019,2/19/2019,1.41,1.33,0.08,6.015,WMT
10/31/2018,11/15/2018,1.08,1.01,0.07,6.9307,WMT
7/31/2018,8/16/2018,1.29,1.22,0.07,5.7377,WMT
4/30/2018,5/17/2018,1.14,1.12,0.02,1.7857,WMT
1/31/2018,2/20/2018,1.33,1.37,-0.04,-2.9197,WMT
10/31/2017,11/16/2017,1,0.97,0.03,3.0928,WMT
7/31/2017,8/17/2017,1.08,1.07,0.01,0.9346,WMT
4/30/2017,5/18/2017,1,0.96,0.04,4.1667,WMT
1/31/2017,2/21/2017,1.3,1.29,0.01,0.7752,WMT
10/31/2016,11/17/2016,0.98,0.96,0.02,2.0833,WMT
7/31/2016,8/18/2016,1.07,1.02,0.05,4.902,WMT
4/30/2016,5/19/2016,0.98,0.88,0.1,11.3636,WMT
1/31/2016,2/18/2016,1.49,1.46,0.03,2.0548,WMT
10/31/2015,11/17/2015,0.99,0.98,0.01,1.0204,WMT
7/31/2015,8/18/2015,1.08,1.12,-0.04,-3.5714,WMT
4/30/2015,5/19/2015,1.03,1.04,-0.01,-0.9615,WMT
1/31/2015,2/19/2015,1.61,1.53,0.08,5.2288,WMT
10/31/2014,11/13/2014,1.15,1.12,0.03,2.6786,WMT
7/31/2014,8/14/2014,1.21,1.21,0,0,WMT
4/30/2014,5/15/2014,1.1,1.15,-0.05,-4.3478,WMT
1/31/2014,2/20/2014,1.6,1.59,0.01,0.6289,WMT
10/31/2013,11/14/2013,1.14,1.13,0.01,0.885,WMT
7/31/2013,8/15/2013,1.25,1.25,0,0,WMT
4/30/2013,5/16/2013,1.14,1.15,-0.01,-0.8696,WMT
1/31/2013,2/21/2013,1.67,1.57,0.1,6.3694,WMT
10/31/2012,11/15/2012,1.08,1.07,0.01,0.9346,WMT
7/31/2012,8/16/2012,1.18,1.17,0.01,0.8547,WMT
4/30/2012,5/17/2012,1.09,1.04,0.05,4.8077,WMT
1/31/2012,2/21/2012,1.44,1.45,-0.01,-0.6897,WMT
10/31/2011,11/15/2011,0.97,0.98,-0.01,-1.0204,WMT
7/31/2011,8/16/2011,1.09,1.08,0.01,0.9259,WMT
4/30/2011,5/17/2011,0.98,0.95,0.03,3.1579,WMT
1/31/2011,2/22/2011,1.34,1.31,0.03,2.2901,WMT
10/31/2010,11/16/2010,0.9,0.9,0,0,WMT
7/31/2010,8/17/2010,0.97,0.96,0.01,1.0417,WMT
4/30/2010,5/18/2010,0.88,0.85,0.03,3.5294,WMT
1/31/2010,2/18/2010,1.17,1.12,0.05,4.4643,WMT
10/31/2009,11/12/2009,0.84,0.81,0.03,3.7037,WMT
7/31/2009,8/13/2009,0.88,0.85,0.03,3.5294,WMT
4/30/2009,5/14/2009,0.77,0.77,0,0,WMT
1/31/2009,2/17/2009,1.03,0.99,0.04,4.0404,WMT
10/31/2008,11/13/2008,0.77,0.76,0.01,1.3158,WMT
7/31/2008,8/14/2008,0.86,0.84,0.02,2.381,WMT
4/30/2008,5/13/2008,0.76,0.75,0.01,1.3333,WMT
1/31/2008,2/19/2008,1.04,1.02,0.02,1.9608,WMT
10/31/2007,11/13/2007,0.69,0.67,0.02,2.9851,WMT
7/31/2007,8/14/2007,0.72,0.76,-0.04,-5.2632,WMT
4/30/2007,5/15/2007,0.68,0.68,0,0,WMT
1/31/2007,2/20/2007,0.92,0.9,0.02,2.2222,WMT
10/31/2006,11/14/2006,0.62,0.59,0.03,5.0847,WMT
7/31/2006,8/15/2006,0.72,0.72,0,0,WMT
4/30/2006,5/16/2006,0.63,0.61,0.02,3.2787,WMT
1/31/2006,2/21/2006,0.84,0.83,0.01,1.2048,WMT
10/31/2005,11/14/2005,0.57,0.57,0,0,WMT
7/31/2005,8/16/2005,0.67,0.65,0.02,3.0769,WMT
4/30/2005,5/12/2005,0.55,0.56,-0.01,-1.7857,WMT
1/31/2005,2/17/2005,0.75,0.74,0.01,1.3514,WMT
10/31/2004,11/16/2004,0.54,0.54,0,0,WMT
7/31/2004,8/12/2004,0.62,0.61,0.01,1.6393,WMT
4/30/2004,5/13/2004,0.5,0.49,0.01,2.0408,WMT
1/31/2004,2/19/2004,0.63,0.63,0,0,WMT
10/31/2003,11/13/2003,0.46,0.47,-0.01,-2.1277,WMT
7/31/2003,8/13/2003,0.52,0.52,0,0,WMT
4/30/2003,5/13/2003,0.41,0.42,-0.01,-2.381,WMT
1/31/2003,2/18/2003,0.57,0.56,0.01,1.7857,WMT
10/31/2002,11/13/2002,0.41,0.4,0.01,2.5,WMT
7/31/2002,8/13/2002,0.46,0.45,0.01,2.2222,WMT
4/30/2002,5/14/2002,0.37,0.36,0.01,2.7778,WMT
1/31/2002,2/19/2002,0.49,0.49,0,0,WMT
10/31/2001,11/13/2001,0.33,0.33,0,0,WMT
7/31/2001,9/14/2001,0.37,0.37,0,0,WMT
4/30/2001,6/15/2001,0.31,0.31,0,0,WMT
1/31/2001,3/15/2001,0.45,0.45,0,0,WMT
10/31/2000,11/14/2000,0.31,0.31,0,0,WMT
7/31/2000,8/9/2000,0.36,0.36,0,0,WMT
4/30/2000,5/9/2000,0.3,0.28,0.02,7.1429,WMT
1/31/2000,2/15/2000,0.43,0.42,0.01,2.381,WMT
10/31/1999,11/9/1999,0.29,0.28,0.01,3.5714,WMT
7/31/1999,8/10/1999,0.31,0.28,0.03,10.7143,WMT
4/30/1999,5/11/1999,0.25,0.22,0.03,13.6364,WMT
1/31/1999,2/16/1999,0.35,0.33,0.02,6.0606,WMT
10/31/1998,11/10/1998,0.23,0.22,0.01,4.5455,WMT
7/31/1998,8/11/1998,0.23,0.22,0.01,4.5455,WMT
4/30/1998,5/12/1998,0.19,0.17,0.02,11.7647,WMT
1/31/1998,2/24/1998,0.28,0.28,0,0,WMT
10/31/1997,11/11/1997,0.18,0.17,0.01,5.8824,WMT
7/31/1997,8/12/1997,0.18,0.18,0,0,WMT
4/30/1997,5/12/1997,0.14,0.14,0,0,WMT
1/31/1997,2/25/1997,0.24,0.24,0,0,WMT
10/31/1996,11/12/1996,0.15,0.15,0,0,WMT
7/31/1996,8/13/1996,0.16,0.15,0.01,6.6667,WMT
4/30/1996,5/14/1996,0.13,0.13,0,0,WMT
3/31/2023,4/27/2023,1.62,1.73,-0.11,-6.3584,LLY
12/31/2022,2/2/2023,2.09,1.78,0.31,17.4157,LLY
9/30/2022,11/1/2022,1.98,1.92,0.06,3.125,LLY
6/30/2022,8/4/2022,1.25,1.69,-0.44,-26.0355,LLY
3/31/2022,4/28/2022,2.77,2.32,0.45,19.3966,LLY
12/31/2021,2/3/2022,2.49,2.46,0.03,1.2195,LLY
9/30/2021,10/26/2021,1.94,1.98,-0.04,-2.0202,LLY
6/30/2021,8/3/2021,1.87,1.89,-0.02,-1.0582,LLY
3/31/2021,4/27/2021,1.87,2.13,-0.26,-12.2066,LLY
12/31/2020,1/29/2021,2.75,2.35,0.4,17.0213,LLY
9/30/2020,10/27/2020,1.54,1.71,-0.17,-9.9415,LLY
6/30/2020,7/30/2020,1.89,1.56,0.33,21.1538,LLY
3/31/2020,4/23/2020,1.75,1.48,0.27,18.2432,LLY
12/31/2019,1/30/2020,1.73,1.52,0.21,13.8158,LLY
9/30/2019,10/23/2019,1.48,1.41,0.07,4.9645,LLY
6/30/2019,7/30/2019,1.5,1.45,0.05,3.4483,LLY
3/31/2019,4/30/2019,1.33,1.31,0.02,1.5267,LLY
12/31/2018,2/6/2019,1.33,1.34,-0.01,-0.7463,LLY
9/30/2018,11/6/2018,1.39,1.35,0.04,2.963,LLY
6/30/2018,7/24/2018,1.5,1.3,0.2,15.3846,LLY
3/31/2018,4/24/2018,1.34,1.13,0.21,18.5841,LLY
12/31/2017,1/31/2018,1.14,1.07,0.07,6.5421,LLY
9/30/2017,10/24/2017,1.05,1.03,0.02,1.9417,LLY
6/30/2017,7/25/2017,1.11,1.05,0.06,5.7143,LLY
3/31/2017,4/25/2017,0.98,0.96,0.02,2.0833,LLY
12/31/2016,1/31/2017,0.95,0.98,-0.03,-3.0612,LLY
9/30/2016,10/25/2016,0.88,0.96,-0.08,-8.3333,LLY
6/30/2016,7/26/2016,0.86,0.86,0,0,LLY
3/31/2016,4/26/2016,0.83,0.85,-0.02,-2.3529,LLY
12/31/2015,1/28/2016,0.78,0.78,0,0,LLY
9/30/2015,10/22/2015,0.89,0.76,0.13,17.1053,LLY
6/30/2015,7/23/2015,0.9,0.74,0.16,21.6216,LLY
3/31/2015,4/23/2015,0.87,0.77,0.1,12.987,LLY
12/31/2014,1/30/2015,0.75,0.73,0.02,2.7397,LLY
9/30/2014,10/23/2014,0.66,0.67,-0.01,-1.4925,LLY
6/30/2014,7/24/2014,0.68,0.65,0.03,4.6154,LLY
3/31/2014,4/24/2014,0.7,0.7,0,0,LLY
12/31/2013,1/30/2014,0.74,0.74,0,0,LLY
9/30/2013,10/23/2013,1.11,1.04,0.07,6.7308,LLY
6/30/2013,7/24/2013,1.16,1,0.16,16,LLY
3/31/2013,4/24/2013,1.14,1.05,0.09,8.5714,LLY
12/31/2012,1/29/2013,0.85,0.78,0.07,8.9744,LLY
9/30/2012,10/24/2012,0.79,0.83,-0.04,-4.8193,LLY
6/30/2012,7/25/2012,0.83,0.77,0.06,7.7922,LLY
3/31/2012,4/25/2012,0.92,0.78,0.14,17.9487,LLY
12/31/2011,1/31/2012,0.87,0.81,0.06,7.4074,LLY
9/30/2011,10/20/2011,1.13,1.13,0,0,LLY
6/30/2011,7/21/2011,1.18,1.18,0,0,LLY
3/31/2011,4/18/2011,1.24,1.17,0.07,5.9829,LLY
12/31/2010,1/27/2011,1.11,1.1,0.01,0.9091,LLY
9/30/2010,10/21/2010,1.21,1.15,0.06,5.2174,LLY
6/30/2010,7/22/2010,1.24,1.1,0.14,12.7273,LLY
3/31/2010,4/19/2010,1.18,1.1,0.08,7.2727,LLY
12/31/2009,1/28/2010,0.91,0.92,-0.01,-1.087,LLY
9/30/2009,10/21/2009,1.2,1.02,0.18,17.6471,LLY
6/30/2009,7/22/2009,1.12,1.02,0.1,9.8039,LLY
3/31/2009,4/20/2009,1.2,0.99,0.21,21.2121,LLY
12/31/2008,1/29/2009,1.07,1.05,0.02,1.9048,LLY
9/30/2008,10/23/2008,1.04,1.02,0.02,1.9608,LLY
6/30/2008,7/24/2008,0.99,1,-0.01,-1,LLY
3/31/2008,4/21/2008,0.92,0.96,-0.04,-4.1667,LLY
12/31/2007,1/29/2008,0.9,0.89,0.01,1.1236,LLY
9/30/2007,10/18/2007,0.91,0.87,0.04,4.5977,LLY
6/30/2007,7/24/2007,0.9,0.82,0.08,9.7561,LLY
3/31/2007,4/16/2007,0.84,0.79,0.05,6.3291,LLY
12/31/2006,1/31/2007,0.85,0.82,0.03,3.6585,LLY
9/30/2006,10/19/2006,0.8,0.79,0.01,1.2658,LLY
6/30/2006,7/21/2006,0.76,0.75,0.01,1.3333,LLY
3/31/2006,4/20/2006,0.77,0.75,0.02,2.6667,LLY
12/31/2005,1/26/2006,0.8,0.78,0.02,2.5641,LLY
9/30/2005,10/20/2005,0.73,0.71,0.02,2.8169,LLY
6/30/2005,7/21/2005,0.67,0.67,0,0,LLY
3/31/2005,4/18/2005,0.68,0.66,0.02,3.0303,LLY
12/31/2004,1/26/2005,0.75,0.74,0.01,1.3514,LLY
9/30/2004,10/21/2004,0.69,0.68,0.01,1.4706,LLY
6/30/2004,7/22/2004,0.68,0.68,0,0,LLY
3/31/2004,4/19/2004,0.7,0.66,0.04,6.0606,LLY
12/31/2003,1/29/2004,0.67,0.67,0,0,LLY
9/30/2003,10/22/2003,0.66,0.66,0,0,LLY
6/30/2003,7/24/2003,0.64,0.6,0.04,6.6667,LLY
3/31/2003,4/22/2003,0.61,0.58,0.03,5.1724,LLY
12/31/2002,1/23/2003,0.68,0.68,0,0,LLY
9/30/2002,10/23/2002,0.68,0.68,0,0,LLY
6/30/2002,7/18/2002,0.61,0.61,0,0,LLY
3/31/2002,4/15/2002,0.58,0.58,0,0,LLY
12/31/2001,1/24/2002,0.6,0.6,0,0,LLY
9/30/2001,10/18/2001,0.66,0.66,0,0,LLY
6/30/2001,7/19/2001,0.76,0.74,0.02,2.7027,LLY
3/31/2001,4/16/2001,0.74,0.73,0.01,1.3699,LLY
12/31/2000,1/25/2001,0.7,0.7,0,0,LLY
9/30/2000,10/19/2000,0.71,0.71,0,0,LLY
6/30/2000,7/20/2000,0.61,0.6,0.01,1.6667,LLY
3/31/2000,4/17/2000,0.63,0.61,0.02,3.2787,LLY
12/31/1999,1/27/2000,0.61,0.61,0,0,LLY
9/30/1999,10/20/1999,0.62,0.62,0,0,LLY
6/30/1999,7/21/1999,0.52,0.51,0.01,1.9608,LLY
3/31/1999,4/19/1999,0.53,0.53,0,0,LLY
12/31/1998,1/28/1999,0.5,0.51,-0.01,-1.9608,LLY
9/30/1998,10/21/1998,0.53,0.51,0.02,3.9216,LLY
6/30/1998,7/22/1998,0.45,0.43,0.02,4.6512,LLY
3/31/1998,4/20/1998,0.47,0.46,0.01,2.1739,LLY
12/31/1997,1/29/1998,0.41,0.42,-0.01,-2.381,LLY
9/30/1997,10/20/1997,0.41,0.4,0.01,2.5,LLY
6/30/1997,7/23/1997,0.38,0.38,0,0,LLY
3/31/1997,4/21/1997,0.41,0.4,0.01,2.5,LLY
12/31/1996,1/27/1997,0.34,0.34,0,0,LLY
9/30/1996,10/22/1996,0.38,0.32,0.06,18.75,LLY
6/30/1996,7/16/1996,0.32,0.32,0,0,LLY
3/31/1996,4/15/1996,0.36,0.36,0,0,LLY
3/31/2023,4/14/2023,4.32,3.41,0.91,26.6862,JPM
12/31/2022,1/13/2023,3.56,3.07,0.49,15.9609,JPM
9/30/2022,10/14/2022,3.36,2.88,0.48,16.6667,JPM
6/30/2022,7/14/2022,2.76,2.88,-0.12,-4.1667,JPM
3/31/2022,4/13/2022,2.76,2.69,0.07,2.6022,JPM
12/31/2021,1/14/2022,3.33,3.01,0.32,10.6312,JPM
9/30/2021,10/13/2021,3.74,3,0.74,24.6667,JPM
6/30/2021,7/13/2021,3.78,3.21,0.57,17.757,JPM
3/31/2021,4/14/2021,4.59,3.1,1.49,48.0645,JPM
12/31/2020,1/15/2021,3.79,2.62,1.17,44.6565,JPM
9/30/2020,10/13/2020,2.92,2.23,0.69,30.9417,JPM
6/30/2020,7/14/2020,1.38,1.04,0.34,32.6923,JPM
3/31/2020,4/14/2020,0.78,1.84,-1.06,-57.6087,JPM
12/31/2019,1/14/2020,2.57,2.35,0.22,9.3617,JPM
9/30/2019,10/15/2019,2.68,2.45,0.23,9.3878,JPM
6/30/2019,7/16/2019,2.51,2.5,0.01,0.4,JPM
3/31/2019,4/12/2019,2.65,2.35,0.3,12.766,JPM
12/31/2018,1/15/2019,1.98,2.2,-0.22,-10,JPM
9/30/2018,10/12/2018,2.34,2.25,0.09,4,JPM
6/30/2018,7/13/2018,2.29,2.22,0.07,3.1532,JPM
3/31/2018,4/13/2018,2.26,2.28,-0.02,-0.8772,JPM
12/31/2017,1/12/2018,1.76,1.69,0.07,4.142,JPM
9/30/2017,10/12/2017,1.76,1.65,0.11,6.6667,JPM
6/30/2017,7/14/2017,1.71,1.58,0.13,8.2278,JPM
3/31/2017,4/13/2017,1.65,1.52,0.13,8.5526,JPM
12/31/2016,1/13/2017,1.58,1.44,0.14,9.7222,JPM
9/30/2016,10/14/2016,1.58,1.39,0.19,13.6691,JPM
6/30/2016,7/14/2016,1.55,1.43,0.12,8.3916,JPM
3/31/2016,4/13/2016,1.35,1.26,0.09,7.1429,JPM
12/31/2015,1/14/2016,1.32,1.25,0.07,5.6,JPM
9/30/2015,10/13/2015,1.68,1.37,0.31,22.6277,JPM
6/30/2015,7/14/2015,1.54,1.44,0.1,6.9444,JPM
3/31/2015,4/14/2015,1.45,1.4,0.05,3.5714,JPM
12/31/2014,1/14/2015,1.19,1.31,-0.12,-9.1603,JPM
9/30/2014,10/14/2014,1.36,1.38,-0.02,-1.4493,JPM
